number of descriptions	1 dependency parsing	1 dependency reasoning	1 dependency total	2 dependencies parsing	2 dependencies reasoning	2 dependencies total	3 dependencies parsing	3 dependencies reasoning	3 dependencies total	parsing with dummies	reasoning with dummies	total with dummies
-	604.0	886.0	1490.0	729.0	3630.0	4359.0	875.0	9086.0	9961.0	616.0	57.0	673.0
-	604.0	883.0	1487.0	723.0	3601.0	4324.0	902.0	9010.0	9912.0	636.0	20.0	656.0
-	598.0	894.0	1492.0	724.0	3742.0	4466.0	898.0	9105.0	10003.0	643.0	-2.0	641.0
-	594.0	894.0	1488.0	729.0	3700.0	4429.0	913.0	8836.0	9749.0	636.0	39.0	675.0
-	603.0	1040.0	1643.0	734.0	3623.0	4357.0	879.0	9019.0	9898.0	651.0	18.0	669.0
-	599.0	886.0	1485.0	730.0	3653.0	4383.0	906.0	9405.0	10311.0	641.0	12.0	653.0
-	593.0	887.0	1480.0	737.0	3871.0	4608.0	880.0	9064.0	9944.0	637.0	58.0	695.0
-	594.0	877.0	1471.0	722.0	3525.0	4247.0	899.0	9130.0	10029.0	634.0	19.0	653.0
-	603.0	1051.0	1654.0	729.0	3624.0	4353.0	893.0	9148.0	10041.0	658.0	33.0	691.0
-	601.0	895.0	1496.0	730.0	3623.0	4353.0	878.0	8998.0	9876.0	615.0	46.0	661.0
-	600.0	890.0	1490.0	718.0	3562.0	4280.0	902.0	9105.0	10007.0	651.0	8.0	659.0
-	592.0	916.0	1508.0	723.0	3622.0	4345.0	907.0	9003.0	9910.0	640.0	20.0	660.0
-	590.0	916.0	1506.0	719.0	3583.0	4302.0	907.0	8956.0	9863.0	636.0	34.0	670.0
-	599.0	876.0	1475.0	724.0	3606.0	4330.0	896.0	8879.0	9775.0	620.0	15.0	635.0
-	592.0	898.0	1490.0	725.0	3656.0	4381.0	901.0	9105.0	10006.0	642.0	-5.0	637.0
-	594.0	901.0	1495.0	738.0	3296.0	4034.0	914.0	8988.0	9902.0	641.0	53.0	694.0
-	598.0	880.0	1478.0	723.0	3590.0	4313.0	899.0	9031.0	9930.0	620.0	45.0	665.0
-	596.0	901.0	1497.0	726.0	3609.0	4335.0	895.0	9080.0	9975.0	641.0	15.0	656.0
-	608.0	871.0	1479.0	725.0	3694.0	4419.0	899.0	8988.0	9887.0	640.0	42.0	682.0
-	599.0	886.0	1485.0	728.0	3671.0	4399.0	902.0	8835.0	9737.0	651.0	31.0	682.0
-	601.0	1059.0	1660.0	727.0	3672.0	4399.0	893.0	8919.0	9812.0	642.0	-7.0	635.0
-	601.0	887.0	1488.0	721.0	3966.0	4687.0	900.0	9802.0	10702.0	622.0	36.0	658.0
-	589.0	839.0	1428.0	727.0	3613.0	4340.0	875.0	9006.0	9881.0	632.0	59.0	691.0
-	593.0	922.0	1515.0	721.0	3638.0	4359.0	894.0	8984.0	9878.0	622.0	54.0	676.0
-	607.0	870.0	1477.0	719.0	3609.0	4328.0	907.0	9091.0	9998.0	647.0	27.0	674.0
-	594.0	900.0	1494.0	724.0	3797.0	4521.0	875.0	8922.0	9797.0	624.0	32.0	656.0
-	596.0	891.0	1487.0	721.0	3496.0	4217.0	872.0	9153.0	10025.0	644.0	26.0	670.0
-	592.0	893.0	1485.0	751.0	3611.0	4362.0	869.0	9142.0	10011.0	636.0	31.0	667.0
-	596.0	879.0	1475.0	726.0	3630.0	4356.0	876.0	9184.0	10060.0	637.0	17.0	654.0
-	592.0	902.0	1494.0	747.0	3819.0	4566.0	892.0	9422.0	10314.0	615.0	51.0	666.0
2048 (AVG)	1186.9	3055.5	4242.4	1468.4	13242.3	14710.7	1771.2	33136.2	34907.4	1203.3	44.8	1248.0
-	1187.0	3014.0	4201.0	1478.0	13277.0	14755.0	1817.0	33412.0	35229.0	1220.0	23.0	1243.0
-	1164.0	3136.0	4300.0	1490.0	13364.0	14854.0	1759.0	33677.0	35436.0	1225.0	18.0	1243.0
-	1166.0	3043.0	4209.0	1469.0	13691.0	15160.0	1764.0	32897.0	34661.0	1220.0	10.0	1230.0
-	1170.0	3052.0	4222.0	1443.0	13113.0	14556.0	1769.0	32880.0	34649.0	1199.0	53.0	1252.0
-	1202.0	3024.0	4226.0	1503.0	12997.0	14500.0	1765.0	32853.0	34618.0	1221.0	23.0	1244.0
-	1182.0	3185.0	4367.0	1472.0	12810.0	14282.0	1763.0	32673.0	34436.0	1215.0	.0	1215.0
-	1183.0	3221.0	4404.0	1444.0	13057.0	14501.0	1767.0	32738.0	34505.0	1216.0	2.0	1218.0
-	1165.0	3036.0	4201.0	1516.0	12948.0	14464.0	1756.0	34298.0	36054.0	1205.0	32.0	1237.0
-	1182.0	3117.0	4299.0	1481.0	12940.0	14421.0	1757.0	33869.0	35626.0	1186.0	52.0	1238.0
-	1168.0	3053.0	4221.0	1476.0	12954.0	14430.0	1751.0	32755.0	34506.0	1191.0	49.0	1240.0
-	1175.0	3038.0	4213.0	1464.0	12784.0	14248.0	1773.0	33471.0	35244.0	1210.0	38.0	1248.0
-	1166.0	3079.0	4245.0	1487.0	13017.0	14504.0	1756.0	33043.0	34799.0	1202.0	14.0	1216.0
-	1167.0	3261.0	4428.0	1512.0	13126.0	14638.0	1759.0	33072.0	34831.0	1222.0	29.0	1251.0
-	1171.0	2976.0	4147.0	1481.0	13304.0	14785.0	1774.0	33190.0	34964.0	1208.0	29.0	1237.0
-	1172.0	3057.0	4229.0	1477.0	12822.0	14299.0	1763.0	33069.0	34832.0	1195.0	21.0	1216.0
-	1174.0	2941.0	4115.0	1445.0	13044.0	14489.0	1792.0	33028.0	34820.0	1201.0	40.0	1241.0
-	1173.0	3288.0	4461.0	1475.0	13761.0	15236.0	1801.0	32917.0	34718.0	1203.0	40.0	1243.0
-	1175.0	3020.0	4195.0	1469.0	13347.0	14816.0	1790.0	33232.0	35022.0	1204.0	64.0	1268.0
-	1161.0	2722.0	3883.0	1459.0	13507.0	14966.0	1756.0	32424.0	34180.0	1196.0	55.0	1251.0
-	1173.0	3117.0	4290.0	1466.0	13347.0	14813.0	1768.0	33292.0	35060.0	1197.0	27.0	1224.0
-	1173.0	3101.0	4274.0	1471.0	13341.0	14812.0	1762.0	32783.0	34545.0	1210.0	4.0	1214.0
-	1175.0	2920.0	4095.0	1462.0	13316.0	14778.0	1761.0	33605.0	35366.0	1224.0	6.0	1230.0
-	1588.0	2627.0	4215.0	1460.0	13344.0	14804.0	1772.0	32712.0	34484.0	1222.0	-13.0	1209.0
-	1518.0	2725.0	4243.0	1464.0	13248.0	14712.0	1761.0	33454.0	35215.0	1226.0	13.0	1239.0
-	1172.0	3065.0	4237.0	1472.0	13317.0	14789.0	1771.0	33012.0	34783.0	1196.0	33.0	1229.0
-	1166.0	3016.0	4182.0	1462.0	13035.0	14497.0	1760.0	33105.0	34865.0	1216.0	11.0	1227.0
-	1169.0	3036.0	4205.0	1449.0	13182.0	14631.0	1768.0	32585.0	34353.0	1190.0	54.0	1244.0
-	1169.0	3354.0	4523.0	1455.0	13078.0	14533.0	1772.0	32925.0	34697.0	1197.0	58.0	1255.0
-	1180.0	2749.0	3929.0	1459.0	13868.0	15327.0	1772.0	33404.0	35176.0	1209.0	43.0	1252.0
-	1174.0	2919.0	4093.0	1469.0	13474.0	14943.0	1755.0	33069.0	34824.0	1215.0	15.0	1230.0
-	1164.0	2910.0	4074.0	1470.0	13245.0	14715.0	1777.0	32883.0	34660.0	1200.0	19.0	1219.0
-	1163.0	3153.0	4316.0	1468.0	13010.0	14478.0	1765.0	32342.0	34107.0	1200.0	29.0	1229.0
-	1166.0	2922.0	4088.0	1450.0	13096.0	14546.0	1770.0	33819.0	35589.0	1195.0	46.0	1241.0
-	1163.0	3114.0	4277.0	1451.0	13617.0	15068.0	1758.0	33271.0	35029.0	1192.0	54.0	1246.0
-	1173.0	3359.0	4532.0	1472.0	13180.0	14652.0	1766.0	33203.0	34969.0	1196.0	39.0	1235.0
-	1167.0	3030.0	4197.0	1451.0	13144.0	14595.0	1765.0	32470.0	34235.0	1192.0	55.0	1247.0
-	1157.0	3146.0	4303.0	1476.0	13167.0	14643.0	1775.0	33360.0	35135.0	1193.0	22.0	1215.0
-	1164.0	3038.0	4202.0	1482.0	13084.0	14566.0	1770.0	33325.0	35095.0	1190.0	43.0	1233.0
-	1172.0	3207.0	4379.0	1459.0	13170.0	14629.0	1797.0	33716.0	35513.0	1204.0	537.0	1741.0
-	1175.0	3086.0	4261.0	1468.0	12968.0	14436.0	1759.0	33408.0	35167.0	1204.0	49.0	1253.0
-	1165.0	3044.0	4209.0	1464.0	13112.0	14576.0	1805.0	32636.0	34441.0	1200.0	64.0	1264.0
-	1173.0	3359.0	4532.0	1462.0	13282.0	14744.0	1755.0	33793.0	35548.0	1193.0	58.0	1251.0
-	1165.0	3219.0	4384.0	1448.0	13531.0	14979.0	1799.0	33165.0	34964.0	1192.0	32.0	1224.0
-	1168.0	2862.0	4030.0	1453.0	13135.0	14588.0	1800.0	33116.0	34916.0	1198.0	55.0	1253.0
-	1176.0	2962.0	4138.0	1489.0	13597.0	15086.0	1767.0	34315.0	36082.0	1191.0	47.0	1238.0
-	1165.0	3110.0	4275.0	1449.0	13981.0	15430.0	1762.0	32869.0	34631.0	1195.0	59.0	1254.0
-	1175.0	3043.0	4218.0	1469.0	13714.0	15183.0	1784.0	32880.0	34664.0	1201.0	47.0	1248.0
-	1167.0	3040.0	4207.0	1471.0	13186.0	14657.0	1778.0	32623.0	34401.0	1193.0	45.0	1238.0
-	1178.0	3177.0	4355.0	1453.0	13298.0	14751.0	1765.0	33406.0	35171.0	1189.0	46.0	1235.0
-	1187.0	3102.0	4289.0	1486.0	13184.0	14670.0	1788.0	32766.0	34554.0	1204.0	49.0	1253.0
4096 (AVG)	2297.3	11045.2	13342.5	2817.1	50446.2	53263.3	3443.5	141511.4	144954.9	2409.4	.5	2409.9
-	2282.0	10913.0	13195.0	2835.0	50388.0	53223.0	3337.0	141139.0	144476.0	2358.0	50.0	2408.0
-	2280.0	10747.0	13027.0	2909.0	48616.0	51525.0	3449.0	141090.0	144539.0	2680.0	-216.0	2464.0
-	2276.0	10852.0	13128.0	2806.0	51440.0	54246.0	3369.0	136490.0	139859.0	2337.0	57.0	2394.0
-	2286.0	11033.0	13319.0	2780.0	50207.0	52987.0	3422.0	151134.0	154556.0	2405.0	20.0	2425.0
-	2308.0	11115.0	13423.0	2957.0	48757.0	51714.0	3405.0	136704.0	140109.0	2364.0	13.0	2377.0
-	2277.0	11219.0	13496.0	2791.0	51598.0	54389.0	3351.0	142974.0	146325.0	2470.0	-91.0	2379.0
-	2275.0	11386.0	13661.0	2790.0	51283.0	54073.0	3406.0	138149.0	141555.0	2389.0	-28.0	2361.0
-	2271.0	11045.0	13316.0	2772.0	49170.0	51942.0	3342.0	145158.0	148500.0	2369.0	28.0	2397.0
-	2272.0	11002.0	13274.0	2832.0	50617.0	53449.0	3404.0	140686.0	144090.0	2397.0	37.0	2434.0
-	2286.0	11183.0	13469.0	2788.0	48873.0	51661.0	3361.0	136022.0	139383.0	2407.0	3.0	2410.0
-	2267.0	10835.0	13102.0	2794.0	49178.0	51972.0	3361.0	142212.0	145573.0	2488.0	-73.0	2415.0
-	2277.0	11014.0	13291.0	2801.0	50436.0	53237.0	3342.0	143970.0	147312.0	2574.0	-162.0	2412.0
-	2282.0	10941.0	13223.0	2806.0	50180.0	52986.0	3394.0	138047.0	141441.0	2691.0	-300.0	2391.0
-	2321.0	11505.0	13826.0	2791.0	48496.0	51287.0	3608.0	142825.0	146433.0	2387.0	7.0	2394.0
-	2611.0	10835.0	13446.0	2795.0	52588.0	55383.0	3552.0	136719.0	140271.0	3018.0	-642.0	2376.0
-	2275.0	10923.0	13198.0	2854.0	50694.0	53548.0	3454.0	142813.0	146267.0	2357.0	37.0	2394.0
-	2295.0	11006.0	13301.0	2795.0	49189.0	51984.0	3399.0	137552.0	140951.0	2435.0	24.0	2459.0
-	2278.0	10869.0	13147.0	2943.0	51781.0	54724.0	3348.0	144288.0	147636.0	2383.0	36.0	2419.0
-	2277.0	10944.0	13221.0	2808.0	48921.0	51729.0	3404.0	139582.0	142986.0	2383.0	-11.0	2372.0
-	2277.0	11007.0	13284.0	2803.0	49416.0	52219.0	3559.0	140900.0	144459.0	2325.0	130.0	2455.0
-	2303.0	10727.0	13030.0	2785.0	51483.0	54268.0	3425.0	136914.0	140339.0	2371.0	24.0	2395.0
-	2285.0	10756.0	13041.0	2831.0	48791.0	51622.0	3602.0	140334.0	143936.0	2362.0	14.0	2376.0
-	2343.0	10777.0	13120.0	2812.0	52384.0	55196.0	3393.0	138100.0	141493.0	2368.0	23.0	2391.0
-	2276.0	11002.0	13278.0	2950.0	49190.0	52140.0	3465.0	140944.0	144409.0	2323.0	37.0	2360.0
-	2296.0	10962.0	13258.0	2796.0	53232.0	56028.0	3414.0	146325.0	149739.0	2388.0	12.0	2400.0
-	2295.0	11223.0	13518.0	2781.0	49812.0	52593.0	3623.0	135978.0	139601.0	2436.0	-35.0	2401.0
-	2262.0	10987.0	13249.0	2832.0	53632.0	56464.0	3567.0	145740.0	149307.0	2391.0	-5.0	2386.0
-	2281.0	11181.0	13462.0	2784.0	51080.0	53864.0	3433.0	136359.0	139792.0	2335.0	104.0	2439.0
-	2286.0	10758.0	13044.0	2784.0	48989.0	51773.0	3338.0	146898.0	150236.0	2373.0	12.0	2385.0
-	2281.0	11074.0	13355.0	2788.0	52901.0	55689.0	3624.0	137630.0	141254.0	2335.0	28.0	2363.0
-	2302.0	11214.0	13516.0	2780.0	48645.0	51425.0	3460.0	141382.0	144842.0	2336.0	51.0	2387.0
-	2349.0	10758.0	13107.0	2864.0	53188.0	56052.0	3392.0	137392.0	140784.0	2368.0	12.0	2380.0
-	2296.0	11355.0	13651.0	2816.0	48573.0	51389.0	3491.0	151056.0	154547.0	2389.0	28.0	2417.0
-	2291.0	10861.0	13152.0	2814.0	51615.0	54429.0	3393.0	137789.0	141182.0	2418.0	-19.0	2399.0
-	2285.0	11358.0	13643.0	2800.0	50195.0	52995.0	3344.0	147313.0	150657.0	2409.0	-9.0	2400.0
-	2273.0	10846.0	13119.0	2807.0	49025.0	51832.0	3375.0	137494.0	140869.0	2366.0	61.0	2427.0
-	2352.0	10870.0	13222.0	2804.0	50759.0	53563.0	3614.0	147296.0	150910.0	2380.0	5.0	2385.0
-	2309.0	11121.0	13430.0	2840.0	49675.0	52515.0	3504.0	137071.0	140575.0	2362.0	79.0	2441.0
-	2289.0	11508.0	13797.0	2798.0	48987.0	51785.0	3384.0	149723.0	153107.0	2378.0	58.0	2436.0
-	2299.0	10948.0	13247.0	2912.0	50220.0	53132.0	3417.0	135848.0	139265.0	2371.0	41.0	2412.0
-	2277.0	10921.0	13198.0	2805.0	48705.0	51510.0	3341.0	149723.0	153064.0	2373.0	144.0	2517.0
-	2287.0	10985.0	13272.0	2777.0	52740.0	55517.0	3745.0	137406.0	141151.0	2419.0	66.0	2485.0
-	2277.0	11181.0	13458.0	2824.0	48913.0	51737.0	3403.0	148263.0	151666.0	2391.0	-9.0	2382.0
-	2281.0	11040.0	13321.0	2796.0	52910.0	55706.0	3612.0	137767.0	141379.0	2418.0	7.0	2425.0
-	2275.0	10845.0	13120.0	2789.0	48670.0	51459.0	3373.0	148061.0	151434.0	2402.0	41.0	2443.0
-	2341.0	11252.0	13593.0	2797.0	51307.0	54104.0	3419.0	138268.0	141687.0	2321.0	79.0	2400.0
-	2269.0	11981.0	14250.0	2808.0	48815.0	51623.0	3451.0	147799.0	151250.0	2355.0	94.0	2449.0
-	2269.0	11543.0	13812.0	2856.0	52838.0	55694.0	3381.0	137507.0	140888.0	2352.0	60.0	2412.0
-	2342.0	11160.0	13502.0	2784.0	49106.0	51890.0	3420.0	148911.0	152331.0	2325.0	120.0	2445.0
-	2319.0	10692.0	13011.0	2789.0	54104.0	56893.0	3507.0	135824.0	139331.0	2436.0	-15.0	2421.0
8192 (AVG)	4440.2	46063.2	50503.4	5487.9	221282.8	226770.6	6776.0	600064.1	606840.0	4536.1	72.1	4608.2
-	4372.0	46090.0	50462.0	5485.0	214214.0	219699.0	6626.0	607659.0	614285.0	4528.0	-23.0	4505.0
-	4410.0	48430.0	52840.0	5448.0	231056.0	236504.0	6917.0	643933.0	650850.0	4782.0	-268.0	4514.0
-	4758.0	43583.0	48341.0	5473.0	214448.0	219921.0	6593.0	597124.0	603717.0	4979.0	-397.0	4582.0
-	4377.0	48336.0	52713.0	5362.0	219997.0	225359.0	6821.0	625314.0	632135.0	4437.0	121.0	4558.0
-	4610.0	46401.0	51011.0	5651.0	227231.0	232882.0	6731.0	657660.0	664391.0	4646.0	-137.0	4509.0
-	4689.0	48480.0	53169.0	5795.0	217397.0	223192.0	6555.0	596023.0	602578.0	4444.0	467.0	4911.0
-	4372.0	44710.0	49082.0	5430.0	219512.0	224942.0	6829.0	617843.0	624672.0	4471.0	42.0	4513.0
-	4397.0	48213.0	52610.0	5469.0	225636.0	231105.0	6736.0	588144.0	594880.0	4564.0	41.0	4605.0
-	4372.0	44130.0	48502.0	5540.0	217803.0	223343.0	7235.0	636007.0	643242.0	4600.0	-64.0	4536.0
-	4605.0	44218.0	48823.0	5441.0	223314.0	228755.0	6840.0	597952.0	604792.0	4414.0	122.0	4536.0
-	4384.0	47521.0	51905.0	5593.0	213172.0	218765.0	6540.0	615868.0	622408.0	4486.0	89.0	4575.0
-	4387.0	44334.0	48721.0	5463.0	228818.0	234281.0	6818.0	598708.0	605526.0	4495.0	74.0	4569.0
-	4565.0	47395.0	51960.0	5440.0	213594.0	219034.0	7069.0	608423.0	615492.0	4390.0	83.0	4473.0
-	4391.0	43945.0	48336.0	5390.0	238789.0	244179.0	7254.0	589929.0	597183.0	4714.0	-198.0	4516.0
-	4345.0	47480.0	51825.0	5464.0	221778.0	227242.0	6578.0	589211.0	595789.0	4716.0	-190.0	4526.0
-	4376.0	44137.0	48513.0	5394.0	224271.0	229665.0	6816.0	584420.0	591236.0	4419.0	61.0	4480.0
-	4503.0	48186.0	52689.0	5510.0	230336.0	235846.0	6655.0	587788.0	594443.0	4508.0	149.0	4657.0
-	4604.0	43680.0	48284.0	5473.0	212154.0	217627.0	6835.0	588984.0	595819.0	4773.0	-66.0	4707.0
-	4678.0	48568.0	53246.0	5786.0	228460.0	234246.0	7272.0	598664.0	605936.0	4443.0	355.0	4798.0
-	4330.0	44392.0	48722.0	5335.0	215797.0	221132.0	6858.0	591729.0	598587.0	4670.0	52.0	4722.0
-	4359.0	47803.0	52162.0	5398.0	228145.0	233543.0	6757.0	596925.0	603682.0	4486.0	83.0	4569.0
-	4408.0	44353.0	48761.0	5434.0	212612.0	218046.0	6548.0	587623.0	594171.0	4399.0	123.0	4522.0
-	4338.0	48630.0	52968.0	5727.0	229690.0	235417.0	6794.0	602842.0	609636.0	4630.0	206.0	4836.0
-	4653.0	44640.0	49293.0	5371.0	220217.0	225588.0	6830.0	594978.0	601808.0	4485.0	73.0	4558.0
-	4339.0	48347.0	52686.0	5466.0	224910.0	230376.0	6537.0	606319.0	612856.0	4446.0	49.0	4495.0
-	4311.0	43497.0	47808.0	5446.0	213007.0	218453.0	6763.0	604542.0	611305.0	4458.0	101.0	4559.0
-	4320.0	47347.0	51667.0	5432.0	228035.0	233467.0	6803.0	585906.0	592709.0	4440.0	303.0	4743.0
-	4308.0	44619.0	48927.0	5780.0	214918.0	220698.0	6802.0	607205.0	614007.0	4430.0	128.0	4558.0
-	4338.0	47436.0	51774.0	5338.0	227189.0	232527.0	6555.0	610300.0	616855.0	4473.0	54.0	4527.0
-	4322.0	43704.0	48026.0	5456.0	217218.0	222674.0	6596.0	589700.0	596296.0	4481.0	213.0	4694.0
-	4787.0	46972.0	51759.0	5434.0	230727.0	236161.0	6466.0	613227.0	619693.0	4623.0	91.0	4714.0
-	4385.0	43605.0	47990.0	5498.0	212407.0	217905.0	7020.0	591660.0	598680.0	4574.0	152.0	4726.0
-	4553.0	47815.0	52368.0	5422.0	227199.0	232621.0	6474.0	594185.0	600659.0	4470.0	22.0	4492.0
-	4319.0	44141.0	48460.0	5510.0	212581.0	218091.0	6813.0	590380.0	597193.0	4473.0	221.0	4694.0
-	4668.0	47701.0	52369.0	5460.0	231295.0	236755.0	6808.0	590460.0	597268.0	4728.0	-160.0	4568.0
-	4479.0	44823.0	49302.0	5428.0	212534.0	217962.0	6944.0	585867.0	592811.0	4493.0	37.0	4530.0
-	4356.0	44385.0	48741.0	5450.0	232461.0	237911.0	6908.0	607281.0	614189.0	4727.0	-73.0	4654.0
-	4491.0	48203.0	52694.0	5437.0	223775.0	229212.0	7007.0	589058.0	596065.0	4740.0	-192.0	4548.0
-	4431.0	44095.0	48526.0	5446.0	214075.0	219521.0	6867.0	594936.0	601803.0	4473.0	341.0	4814.0
-	4581.0	48591.0	53172.0	5394.0	221493.0	226887.0	6530.0	589361.0	595891.0	4443.0	65.0	4508.0
-	4323.0	44915.0	49238.0	5426.0	222933.0	228359.0	7009.0	588868.0	595877.0	4466.0	93.0	4559.0
-	4544.0	44494.0	49038.0	5595.0	215712.0	221307.0	6546.0	594586.0	601132.0	4471.0	265.0	4736.0
-	4369.0	46960.0	51329.0	5438.0	217325.0	222763.0	6929.0	587087.0	594016.0	4451.0	68.0	4519.0
-	4329.0	45354.0	49683.0	5371.0	217716.0	223087.0	6636.0	590627.0	597263.0	4499.0	-8.0	4491.0
-	4395.0	48233.0	52628.0	5505.0	225976.0	231481.0	6867.0	630904.0	637771.0	4637.0	91.0	4728.0
-	4333.0	44201.0	48534.0	5768.0	215486.0	221254.0	6574.0	589435.0	596009.0	4428.0	356.0	4784.0
-	4331.0	50786.0	55117.0	5444.0	218842.0	224286.0	6801.0	596304.0	603105.0	4495.0	68.0	4563.0
-	4366.0	43791.0	48157.0	5682.0	220611.0	226293.0	6645.0	587400.0	594045.0	4505.0	14.0	4519.0
-	4329.0	47765.0	52094.0	5465.0	220140.0	225605.0	6912.0	595330.0	602242.0	4477.0	153.0	4630.0
-	4420.0	43724.0	48144.0	5431.0	217132.0	222563.0	6480.0	588524.0	595004.0	4426.0	354.0	4780.0
